area_code,area,item_code,item,element,year,unit,value,_source,_domain
'084,Belize,2513,Barley and products,Food supply (kcal/capita/day),2013,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply (kcal/capita/day),2014,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply (kcal/capita/day),2015,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply (kcal/capita/day),2016,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply (kcal/capita/day),2017,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply (kcal/capita/day),2018,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply (kcal/capita/day),2019,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply (kcal/capita/day),2020,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply (kcal/capita/day),2021,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply (kcal/capita/day),2022,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply quantity (kg/capita/yr),2010,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply quantity (kg/capita/yr),2011,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply quantity (kg/capita/yr),2012,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply quantity (kg/capita/yr),2013,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply quantity (kg/capita/yr),2014,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply quantity (kg/capita/yr),2015,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply quantity (kg/capita/yr),2016,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply quantity (kg/capita/yr),2017,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply quantity (kg/capita/yr),2018,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply quantity (kg/capita/yr),2019,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply quantity (kg/capita/yr),2020,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply quantity (kg/capita/yr),2021,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply quantity (kg/capita/yr),2022,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply (kcal/capita/day),2010,kcal/cap/d,92.27,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply (kcal/capita/day),2011,kcal/cap/d,88.98,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply (kcal/capita/day),2012,kcal/cap/d,100.69,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply (kcal/capita/day),2013,kcal/cap/d,98.35,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply (kcal/capita/day),2014,kcal/cap/d,2.46,bulk,FBS_BULK
'084,Belize,2546,Beans,Food supply (kcal/capita/day),2015,kcal/cap/d,2.65,bulk,FBS_BULK
